Scientific Name,Common Name,Where Listed,Region  ,ESA Listing Status  ,Group,num_papers
Ambystoma bishopi,Reticulated flatwoods salamander,Wherever found,4,Endangered,Amphibians,1
Ambystoma californiense,California tiger Salamander,U.S.A. (CA - Santa Barbara County),8,Endangered,Amphibians,0
Ambystoma cingulatum,Frosted Flatwoods salamander,Wherever found,4,Threatened,Amphibians,1
Ambystoma macrodactylum croceum,Santa Cruz long-toed salamander,Wherever found,8,Endangered,Amphibians,0
Ambystoma mavortium stebbinsi,Sonoran tiger salamander,Wherever found,2,Endangered,Amphibians,0
Anaxyrus californicus,Arroyo (=arroyo southwestern) toad,Wherever found,8,Endangered,Amphibians,1
Anaxyrus canorus,Yosemite toad,Wherever found,8,Threatened,Amphibians,4
Batrachoseps aridus,Desert slender salamander,Wherever found,8,Endangered,Amphibians,0
Bufo hemiophrys baxteri,Wyoming Toad,Wherever found,6,Endangered,Amphibians,1
Bufo houstonensis,Houston toad,Wherever found,2,Endangered,Amphibians,2
Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender Missouri DPS,Missouri DPS,3,Endangered,Amphibians,2
Eleutherodactylus cooki,Guajon,Wherever found,4,Threatened,Amphibians,0
Eleutherodactylus jasperi,Golden coqui,Wherever found,4,Threatened,Amphibians,0
Eleutherodactylus juanariveroi,Llanero Coqui,Wherever found,4,Endangered,Amphibians,0
Eurycea chisholmensis,Salado Salamander,Wherever found,2,Threatened,Amphibians,0
Eurycea nana,San Marcos salamander,Wherever found,2,Threatened,Amphibians,0
Eurycea naufragia,Georgetown Salamander,Wherever found,2,Threatened,Amphibians,0
Eurycea rathbuni,Texas blind salamander,Wherever found,2,Endangered,Amphibians,0
Eurycea sosorum,Barton Springs salamander,Wherever found,2,Endangered,Amphibians,0
Eurycea tonkawae,Jollyville Plateau Salamander,Wherever found,2,Threatened,Amphibians,0
Eurycea waterlooensis,Austin blind Salamander,Wherever found,2,Endangered,Amphibians,0
Necturus alabamensis,Black warrior (=Sipsey Fork) Waterdog,Wherever found,4,Endangered,Amphibians,0
Necturus lewisi,Neuse River waterdog,Wherever found,4,Threatened,Amphibians,0
Peltophryne lemur,Puerto Rican crested toad,Wherever found,4,Threatened,Amphibians,0
Phaeognathus hubrichti,Red Hills salamander,Wherever found,4,Threatened,Amphibians,0
Plethodon neomexicanus,Jemez Mountains salamander,Wherever found,2,Endangered,Amphibians,0
Plethodon nettingi,Cheat Mountain salamander,Wherever found,5,Threatened,Amphibians,0
Plethodon shenandoah,Shenandoah salamander,Wherever found,5,Endangered,Amphibians,1
Rana chiricahuensis,Chiricahua leopard frog,Wherever found,2,Threatened,Amphibians,1
Rana draytonii,California red-legged frog,Wherever found,8,Threatened,Amphibians,2
Rana muscosa,Mountain yellow-legged frog,Northern California DPS,8,Endangered,Amphibians,0
Rana pretiosa,Oregon spotted frog,Wherever found,1,Threatened,Amphibians,0
Rana sevosa,dusky gopher frog,Wherever found,4,Endangered,Amphibians,3
Rana sierrae,Sierra Nevada Yellow-legged Frog,Wherever found,8,Endangered,Amphibians,0
Adelocosa anops,Kauai cave wolf or pe'e pe'e maka 'ole spider,Wherever found,1,Endangered,Arachnids,0
Cicurina baronia,Robber Baron Cave Meshweaver,Wherever found,2,Endangered,Arachnids,0
Cicurina madla,Madla Cave Meshweaver,Wherever found,2,Endangered,Arachnids,0
Cicurina venii,Braken Bat Cave meshweaver,Wherever found,2,Endangered,Arachnids,0
Cicurina vespera,Government Canyon Bat Cave meshweaver,Wherever found,2,Endangered,Arachnids,0
Microhexura montivaga,Spruce-fir moss spider,Wherever found,4,Endangered,Arachnids,0
Tartarocreagris texana,Tooth Cave pseudoscorpion,Wherever found,2,Endangered,Arachnids,0
Tayshaneta microps,Government Canyon Bat Cave spider,Wherever found,2,Endangered,Arachnids,0
Tayshaneta myopica,Tooth Cave spider,Wherever found,2,Endangered,Arachnids,0
Texella cokendolpheri,Cokendolpher Cave Harvestman,Wherever found,2,Endangered,Arachnids,0
Texella reddelli,Bee Creek Cave harvestman,Wherever found,2,Endangered,Arachnids,0
Texella reyesi,Bone Cave harvestman,Wherever found,2,Endangered,Arachnids,0
Accipiter striatus venator,Puerto Rican sharp-shinned hawk,Wherever found,4,Endangered,Birds,2
Acrocephalus familiaris kingi,Nihoa millerbird (old world warbler),Wherever found,1,Endangered,Birds,0
Acrocephalus luscinia,Nightingale reed warbler (old world warbler),Wherever found,1,Endangered,Birds,0
Aerodramus vanikorensis bartschi,Mariana gray swiftlet,Wherever found,1,Endangered,Birds,0
Agelaius xanthomus,Yellow-shouldered blackbird,Wherever found,4,Endangered,Birds,0
Akialoa stejnegeri,Kauai akialoa (honeycreeper),Wherever found,1,Endangered,Birds,0
Amazona vittata,Puerto Rican parrot,Wherever found,4,Endangered,Birds,0
Ammodramus maritimus mirabilis,Cape Sable seaside sparrow,Wherever found,4,Endangered,Birds,0
Ammodramus savannarum floridanus,Florida grasshopper sparrow,Wherever found,4,Endangered,Birds,2
Amphispiza belli clementeae,San Clemente sage sparrow,Wherever found,8,Threatened,Birds,0
Anas laysanensis,Laysan duck,Wherever found,1,Endangered,Birds,0
Anas wyvilliana,Hawaiian (=koloa) Duck,Wherever found,1,Endangered,Birds,0
Aphelocoma coerulescens,Florida scrub-jay,Wherever found,4,Threatened,Birds,0
Brachyramphus marmoratus,Marbled murrelet,"U.S.A. (CA, OR, WA)",1,Threatened,Birds,5
Branta (=Nesochen) sandvicensis,Hawaiian goose,Wherever found,1,Threatened,Birds,0
Buteo platypterus brunnescens,Puerto Rican broad-winged hawk,Wherever found,4,Endangered,Birds,1
Calidris canutus rufa,Red knot,Wherever found,5,Threatened,Birds,0
Campephilus principalis,Ivory-billed woodpecker,Wherever found,4,Endangered,Birds,0
Caprimulgus noctitherus,Puerto Rican nightjar,Wherever found,4,Endangered,Birds,0
Centrocercus minimus,Gunnison sage-grouse,Wherever found,6,Threatened,Birds,0
Charadrius melodus,Piping Plover,"[Atlantic Coast and Northern Great Plains populations] - Wherever found, except those areas where listed as endangered.",5,Threatened,Birds,0
Charadrius nivosus nivosus,Western snowy plover,"Pacific Coast population DPS-U.S.A. (CA, OR, WA), Mexico (within 50 miles of Pacific coast)",8,Threatened,Birds,0
Chasiempis ibidis,Oahu elepaio,Wherever found,1,Endangered,Birds,0
Coccyzus americanus,Yellow-billed Cuckoo,Western U.S. DPS,2,Threatened,Birds,5
Colinus virginianus ridgwayi,Masked bobwhite (quail),Wherever found,2,Endangered,Birds,0
Columba inornata wetmorei,Puerto Rican plain Pigeon,Wherever found,4,Endangered,Birds,0
Corvus hawaiiensis,Hawaiian (='alala) Crow,Wherever found,1,Endangered,Birds,1
Corvus kubaryi,Mariana (=aga) Crow,Wherever found,1,Endangered,Birds,0
Corvus leucognaphalus,White-necked crow,Wherever found,4,Endangered,Birds,0
Drepanis coccinea,`I`iwi,Wherever found,1,Threatened,Birds,0
Empidonax traillii extimus,Southwestern willow flycatcher,Wherever found,2,Endangered,Birds,0
Eremophila alpestris strigata,Streaked Horned lark,Wherever found,1,Threatened,Birds,2
Falco femoralis septentrionalis,Northern Aplomado Falcon,"Wherever found, except where listed as an experimental population",2,Endangered,Birds,0
Fulica americana alai,Hawaiian coot,Wherever found,1,Endangered,Birds,0
Gallicolumba stairi,Friendly Ground-Dove,American Samoa DPS,1,Endangered,Birds,0
Gallinula chloropus guami,Mariana common moorhen,Wherever found,1,Endangered,Birds,0
Gallinula galeata sandvicensis,Hawaiian common gallinule,Wherever found,1,Endangered,Birds,0
Grus americana,Whooping crane,"U.S.A. (CO, ID, FL, NM, UT, and the western half of Wyoming)",4,"Experimental Population, Non-Essential",Birds,0
Grus canadensis pulla,Mississippi sandhill crane,Wherever found,4,Endangered,Birds,0
Gymnogyps californianus,California condor,"U.S.A. (specific portions of Arizona, Nevada, and Utah)",8,"Experimental Population, Non-Essential",Birds,1
Gymnomyza samoensis,Mao (= maomao) (honeyeater),Wherever found,1,Endangered,Birds,0
Halcyon cinnamomina cinnamomina,Guam Micronesian kingfisher,Wherever found,1,Endangered,Birds,0
Hemignathus affinis,Maui nukupuu,Wherever found,1,Endangered,Birds,0
Hemignathus hanapepe,Kauai nukupuu,Wherever found,1,Endangered,Birds,0
Hemignathus wilsoni,akiapolaau,Wherever found,1,Endangered,Birds,0
Himantopus mexicanus knudseni,Hawaiian stilt,Wherever found,1,Endangered,Birds,0
Lanius ludovicianus mearnsi,San Clemente loggerhead shrike,Wherever found,8,Endangered,Birds,0
Laterallus jamaicensis ssp. jamaicensis,Eastern Black rail,Wherever found,4,Threatened,Birds,0
Loxioides bailleui,Palila (honeycreeper),Wherever found,1,Endangered,Birds,0
Loxops caeruleirostris,Akekee,Wherever found,1,Endangered,Birds,0
Loxops coccineus,Hawaii akepa,Wherever found,1,Endangered,Birds,0
Loxops ochraceus,Maui akepa,Wherever found,1,Endangered,Birds,0
Megapodius laperouse,Micronesian megapode,Wherever found,1,Endangered,Birds,0
Melamprosops phaeosoma,Po`ouli (honeycreeper),Wherever found,1,Endangered,Birds,0
Moho braccatus,Kauai `o`o (honeyeater),Wherever found,1,Endangered,Birds,0
Myadestes lanaiensis rutha,Molokai thrush,Wherever found,1,Endangered,Birds,0
Myadestes myadestinus,Large Kauai (=kamao) Thrush,Wherever found,1,Endangered,Birds,0
Myadestes palmeri,Small Kauai (=puaiohi) Thrush,Wherever found,1,Endangered,Birds,0
Mycteria americana,Wood stork,"AL, FL, GA, MS, NC, SC",4,Threatened,Birds,2
Numenius borealis,Eskimo curlew,Wherever found,7,Endangered,Birds,0
Oceanodroma castro,Band-rumped storm-petrel,USA (HI),1,Endangered,Birds,0
Oreomystis bairdi,Akikiki,Wherever found,1,Endangered,Birds,0
Oreomystis mana,Hawaii creeper,Wherever found,1,Endangered,Birds,0
Palmeria dolei,crested honeycreeper (Akohekohe),Wherever found,1,Endangered,Birds,0
Paroreomyza flammea,Molokai creeper,Wherever found,1,Endangered,Birds,0
Paroreomyza maculata,Oahu creeper,Wherever found,1,Endangered,Birds,0
Phoebastria (=Diomedea) albatrus,Short-tailed albatross,Wherever found,7,Endangered,Birds,0
Picoides borealis,Red-cockaded woodpecker,Wherever found,4,Endangered,Birds,0
Pipilo crissalis eremophilus,Inyo California towhee,Wherever found,8,Threatened,Birds,0
Polioptila californica californica,Coastal California gnatcatcher,Wherever found,8,Threatened,Birds,0
Polyborus plancus audubonii,Audubon's crested caracara,FL pop.,4,Threatened,Birds,0
Polysticta stelleri,Steller's Eider,AK breeding pop.,7,Threatened,Birds,0
Pseudonestor xanthophrys,Maui parrotbill (Kiwikiu),Wherever found,1,Endangered,Birds,0
Psittirostra psittacea,`O`u (honeycreeper),Wherever found,1,Endangered,Birds,0
Pterodroma cahow,Bermuda petrel,Wherever found,4,Endangered,Birds,0
Pterodroma sandwichensis,Hawaiian petrel,Wherever found,1,Endangered,Birds,0
Puffinus auricularis newelli,Newell's Townsend's shearwater,Wherever found,1,Threatened,Birds,7
Rallus longirostris obsoletus,California clapper rail,Wherever found,8,Endangered,Birds,0
Rallus obsoletus yumanensis,Yuma Ridgway''s rail,Wherever found,2,Endangered,Birds,0
Rallus owstoni,Guam rail,Rota,1,"Experimental Population, Non-Essential",Birds,1
Rhynchopsitta pachyrhyncha,Thick-billed parrot,Wherever found,2,Endangered,Birds,0
Rostrhamus sociabilis plumbeus,Everglade snail kite,Wherever found,4,Endangered,Birds,0
Setophaga angelae,Elfin-woods warbler,Wherever found,4,Threatened,Birds,2
Setophaga chrysoparia,golden-cheeked warbler,Wherever found,2,Endangered,Birds,0
Somateria fischeri,Spectacled eider,Wherever found,7,Threatened,Birds,0
Sterna antillarum browni,California least tern,Wherever found,8,Endangered,Birds,0
Sterna dougallii dougallii,Roseate tern,Northeast U.S. nesting population,5,Endangered,Birds,0
Strix occidentalis caurina,Northern spotted owl,Wherever found,1,Threatened,Birds,0
Telespyza cantans,Laysan finch (honeycreeper),Wherever found,1,Endangered,Birds,0
Telespyza ultima,Nihoa finch (honeycreeper),Wherever found,1,Endangered,Birds,2
Tympanuchus cupido attwateri,Attwater's greater prairie-chicken,Wherever found,2,Endangered,Birds,0
Vermivora bachmanii,Bachman's warbler (=wood),Wherever found,4,Endangered,Birds,0
Vireo bellii pusillus,Least Bell's vireo,Wherever found,8,Endangered,Birds,3
Zosterops conspicillatus conspicillatus,Bridled white-eye,Wherever found,1,Endangered,Birds,0
Zosterops rotensis,Rota bridled White-eye,Wherever found,1,Endangered,Birds,1
Alasmidonta atropurpurea,Cumberland elktoe,Wherever found,4,Endangered,Clams,0
Alasmidonta heterodon,Dwarf wedgemussel,Wherever found,5,Endangered,Clams,0
Alasmidonta raveneliana,Appalachian elktoe,Wherever found,4,Endangered,Clams,0
Amblema neislerii,Fat threeridge (mussel),Wherever found,4,Endangered,Clams,0
Arkansia wheeleri,Ouachita rock pocketbook,Wherever found,2,Endangered,Clams,0
Cumberlandia monodonta,Spectaclecase (mussel),Wherever found,3,Endangered,Clams,0
Cyprogenia stegaria,Fanshell,Wherever found,4,Endangered,Clams,0
Dromus dromas,Dromedary pearlymussel,"AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",4,"Experimental Population, Non-Essential",Clams,0
Elliptio chipolaensis,Chipola slabshell,Wherever found,4,Threatened,Clams,0
Elliptio lanceolata,Yellow lance,Wherever found,4,Threatened,Clams,0
Elliptio spinosa,Altamaha Spinymussel,Wherever found,4,Endangered,Clams,0
Elliptio steinstansana,Tar River spinymussel,Wherever found,4,Endangered,Clams,0
Elliptoideus sloatianus,Purple bankclimber (mussel),Wherever found,4,Threatened,Clams,0
Epioblasma brevidens,Cumberlandian combshell,Wherever found; Except where listed as Experimental Populations,4,Endangered,Clams,0
Epioblasma capsaeformis,Oyster mussel,"AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",4,"Experimental Population, Non-Essential",Clams,0
Epioblasma florentina walkeri (=E. walkeri),Tan riffleshell,Wherever found,4,Endangered,Clams,0
Epioblasma metastriata,Upland combshell,Wherever found,4,Endangered,Clams,0
Epioblasma obliquata perobliqua,White catspaw (pearlymussel),Wherever found,3,Endangered,Clams,0
Epioblasma othcaloogensis,Southern acornshell,Wherever found,4,Endangered,Clams,0
Epioblasma penita,Southern combshell,Wherever found,4,Endangered,Clams,2
Epioblasma torulosa rangiana,Northern riffleshell,Wherever found,5,Endangered,Clams,1
Epioblasma turgidula,Turgid blossom (pearlymussel),Wherever found; Except where listed as Experimental Populations,4,Endangered,Clams,0
Fusconaia burkei,Tapered pigtoe,Wherever found,4,Threatened,Clams,0
Fusconaia cor,Shiny pigtoe,"AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",4,"Experimental Population, Non-Essential",Clams,0
Fusconaia cuneolus,Finerayed pigtoe,Wherever found; Except where listed as Experimental Populations,4,Endangered,Clams,0
Fusconaia escambia,Narrow pigtoe,Wherever found,4,Threatened,Clams,0
Fusconaia masoni,Atlantic pigtoe,Wherever found,4,Threatened,Clams,0
Fusconaia rotulata,Round Ebonyshell,Wherever found,4,Endangered,Clams,0
Hamiota australis,Southern Sandshell,Wherever found,4,Threatened,Clams,0
Hemistena lata,Cracking pearlymussel,"AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",4,"Experimental Population, Non-Essential",Clams,0
Lampsilis abrupta,Pink mucket (pearlymussel),Wherever found,3,Endangered,Clams,0
Lampsilis altilis,Finelined pocketbook,Wherever found,4,Threatened,Clams,0
Lampsilis higginsii,Higgins eye (pearlymussel),Wherever found,3,Endangered,Clams,0
Lampsilis perovalis,Orangenacre mucket,Wherever found,4,Threatened,Clams,0
Lampsilis powellii,Arkansas fatmucket,Wherever found,4,Threatened,Clams,0
Lampsilis rafinesqueana,Neosho Mucket,Wherever found,4,Endangered,Clams,0
Lampsilis streckeri,Speckled pocketbook,Wherever found,4,Endangered,Clams,0
Lampsilis subangulata,Shinyrayed pocketbook,Wherever found,4,Endangered,Clams,0
Lampsilis virescens,Alabama lampmussel,Wherever found; Except where listed as Experimental Populations,4,Endangered,Clams,0
Lasmigona decorata,Carolina heelsplitter,Wherever found,4,Endangered,Clams,0
Lemiox rimosus,Birdwing pearlymussel,Wherever found; Except where listed as Experimental Populations,4,Endangered,Clams,3
Leptodea leptodon,Scaleshell mussel,Wherever found,3,Endangered,Clams,0
Margaritifera hembeli,Louisiana pearlshell,Wherever found,4,Threatened,Clams,0
Margaritifera marrianae,Alabama pearlshell,Wherever found,4,Endangered,Clams,0
Medionidus acutissimus,Alabama moccasinshell,Wherever found,4,Threatened,Clams,0
Medionidus parvulus,Coosa moccasinshell,Wherever found,4,Endangered,Clams,0
Medionidus penicillatus,Gulf moccasinshell,Wherever found,4,Endangered,Clams,0
Medionidus simpsonianus,Ochlockonee moccasinshell,Wherever found,4,Endangered,Clams,0
Medionidus walkeri,Suwannee moccasinshell,Wherever found,4,Threatened,Clams,0
Obovaria retusa,Ring pink (mussel),U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1)),4,"Experimental Population, Non-Essential",Clams,0
Pegias fabula,Littlewing pearlymussel,Wherever found,4,Endangered,Clams,8
Plethobasus cicatricosus,White wartyback (pearlymussel),U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1)),4,"Experimental Population, Non-Essential",Clams,0
Plethobasus cooperianus,Orangefoot pimpleback (pearlymussel),U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1)),4,"Experimental Population, Non-Essential",Clams,0
Plethobasus cyphyus,Sheepnose Mussel,Wherever found,3,Endangered,Clams,0
Pleurobema clava,Clubshell,Wherever found; Except where listed as Experimental Populations,5,Endangered,Clams,0
Pleurobema collina,James spinymussel,Wherever found,5,Endangered,Clams,0
Pleurobema curtum,Black clubshell,Wherever found,4,Endangered,Clams,0
Pleurobema decisum,Southern clubshell,Wherever found,4,Endangered,Clams,0
Pleurobema furvum,Dark pigtoe,Wherever found,4,Endangered,Clams,0
Pleurobema georgianum,Southern pigtoe,Wherever found,4,Endangered,Clams,0
Pleurobema gibberum,Cumberland pigtoe,Wherever found,4,Endangered,Clams,0
Pleurobema hanleyianum,Georgia pigtoe,Wherever found,4,Endangered,Clams,0
Pleurobema marshalli,Flat pigtoe,Wherever found,4,Endangered,Clams,0
Pleurobema perovatum,Ovate clubshell,Wherever found,4,Endangered,Clams,0
Pleurobema plenum,Rough pigtoe,Wherever found,4,Endangered,Clams,0
Pleurobema pyriforme,Oval pigtoe,Wherever found,4,Endangered,Clams,0
Pleurobema strodeanum,Fuzzy pigtoe,Wherever found,4,Threatened,Clams,0
Pleurobema taitianum,Heavy pigtoe,Wherever found,4,Endangered,Clams,0
Pleuronaia dolabelloides,Slabside Pearlymussel,Wherever found,4,Endangered,Clams,0
Popenaias popeii,Texas Hornshell,Wherever found,2,Endangered,Clams,0
Potamilus capax,Fat pocketbook,Wherever found,4,Endangered,Clams,0
Potamilus inflatus,Inflated heelsplitter,Wherever found,4,Threatened,Clams,0
Ptychobranchus greenii,Triangular Kidneyshell,Wherever found,4,Endangered,Clams,0
Ptychobranchus jonesi,Southern kidneyshell,Wherever found,4,Endangered,Clams,0
Ptychobranchus subtentus,Fluted kidneyshell,Wherever found,4,Endangered,Clams,0
Quadrula cylindrica strigillata,Rough rabbitsfoot,Wherever found,5,Endangered,Clams,0
Quadrula fragosa,Winged Mapleleaf,U.S.A. (AL-specified portions of the Tennessee River; see 17.85(a)(1)),4,"Experimental Population, Non-Essential",Clams,0
Quadrula intermedia,Cumberland monkeyface (pearlymussel),"AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",4,"Experimental Population, Non-Essential",Clams,0
Quadrula sparsa,Appalachian monkeyface (pearlymussel),USA (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1)),4,"Experimental Population, Non-Essential",Clams,0
Quadrula stapes,Stirrupshell,Wherever found,4,Endangered,Clams,0
Toxolasma cylindrellus,Pale lilliput (pearlymussel),Wherever found,4,Endangered,Clams,0
Villosa choctawensis,Choctaw bean,Wherever found,4,Endangered,Clams,0
Villosa fabalis,Rayed Bean,Wherever found,3,Endangered,Clams,0
Villosa perpurpurea,Purple bean,Wherever found,5,Endangered,Clams,0
Villosa trabalis,Cumberland bean (pearlymussel),Wherever found; Except where listed as Experimental Populations,4,Endangered,Clams,0
Cupressus abramsiana,Santa Cruz cypress,Wherever found,8,Threatened,Conifers and Cycads,0
Cupressus goveniana ssp. goveniana,Gowen cypress,Wherever found,8,Threatened,Conifers and Cycads,0
Cycas micronesica,Fadang,Wherever found,1,Threatened,Conifers and Cycads,0
Torreya taxifolia,Florida torreya,,4,Endangered,Conifers and Cycads,0
Antrolana lira,Madison Cave isopod,Wherever found,5,Threatened,Crustaceans,0
Branchinecta conservatio,Conservancy fairy shrimp,Wherever found,8,Endangered,Crustaceans,0
Branchinecta longiantenna,Longhorn fairy shrimp,Wherever found,8,Endangered,Crustaceans,0
Branchinecta lynchi,Vernal pool fairy shrimp,Wherever found,8,Threatened,Crustaceans,0
Branchinecta sandiegonensis,San Diego fairy shrimp,Wherever found,8,Endangered,Crustaceans,0
Cambarus aculabrum,Benton County cave crayfish,Wherever found,4,Endangered,Crustaceans,0
Cambarus callainus,Big Sandy crayfish,Wherever found,5,Threatened,Crustaceans,0
Cambarus cracens,Slenderclaw crayfish,Wherever found,4,Endangered,Crustaceans,0
Cambarus veteranus,Guyandotte River crayfish,Wherever found,5,Endangered,Crustaceans,0
Cambarus zophonastes,Hell Creek Cave crayfish,Wherever found,4,Endangered,Crustaceans,0
Gammarus acherondytes,Illinois cave amphipod,Wherever found,3,Endangered,Crustaceans,0
Gammarus desperatus,Noel's Amphipod,Wherever found,2,Endangered,Crustaceans,0
Gammarus hyalleloides,Diminutive Amphipod,Wherever found,2,Endangered,Crustaceans,0
Gammarus pecos,Pecos amphipod,Wherever found,2,Endangered,Crustaceans,0
Lepidurus packardi,Vernal pool tadpole shrimp,Wherever found,8,Endangered,Crustaceans,0
Lirceus usdagalun,Lee County cave isopod,Wherever found,5,Endangered,Crustaceans,0
Orconectes shoupi,Nashville crayfish,Wherever found,4,Endangered,Crustaceans,0
Pacifastacus fortis,Shasta crayfish,Wherever found,8,Endangered,Crustaceans,0
Palaemonetes cummingi,Squirrel Chimney Cave shrimp,Wherever found,4,Threatened,Crustaceans,0
Palaemonias alabamae,Alabama cave shrimp,Wherever found,4,Endangered,Crustaceans,0
Palaemonias ganteri,Kentucky cave shrimp,Wherever found,4,Endangered,Crustaceans,0
Procambarus econfinae,Panama City crayfish,Wherever found,4,Threatened,Crustaceans,0
Procaris hawaiana,Anchialine pool Shrimp,Wherever found,1,Endangered,Crustaceans,0
Spelaeorchestia koloana,Kauai cave amphipod,Wherever found,1,Endangered,Crustaceans,0
Streptocephalus woottoni,Riverside fairy shrimp,Wherever found,8,Endangered,Crustaceans,7
Stygobromus (=Stygonectes) pecki,Peck's cave amphipod,Wherever found,2,Endangered,Crustaceans,0
Stygobromus hayi,Hay's Spring amphipod,Wherever found,5,Endangered,Crustaceans,0
Syncaris pacifica,California freshwater shrimp,Wherever found,8,Endangered,Crustaceans,0
Thermosphaeroma thermophilus,Socorro isopod,Wherever found,2,Endangered,Crustaceans,0
Vetericaris chaceorum,Anchialine pool shrimp,Wherever found,1,Endangered,Crustaceans,0
Adenophorus periens,Pendant kihi fern,Wherever found,1,Endangered,Ferns and Allies,0
Adiantum vivesii,No common name,Wherever found,4,Endangered,Ferns and Allies,0
Asplenium dielerectum,Asplenium-leaved diellia,Wherever found,1,Endangered,Ferns and Allies,0
Asplenium dielfalcatum,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Asplenium diellaciniatum,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Asplenium dielmannii,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Asplenium dielpallidum,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Asplenium peruvianum var. insulare,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Asplenium scolopendrium var. americanum,American hart's-tongue fern,Wherever found,5,Threatened,Ferns and Allies,0
Asplenium unisorum,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Ctenitis squamigera,Pauoa,Wherever found,1,Endangered,Ferns and Allies,0
Cyathea dryopteroides,Elfin tree fern,Wherever found,4,Endangered,Ferns and Allies,0
Cyclosorus boydiae,Kupukupu makalii,Wherever found,1,Endangered,Ferns and Allies,0
Deparia kaalaana,No common name,Wherever found,1,Endangered,Ferns and Allies,1
Diplazium molokaiense,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Doryopteris angelica,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Doryopteris takeuchii,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Dryopteris crinalis var. podosorus,Palapalai aumakua,Wherever found,1,Endangered,Ferns and Allies,0
Dryopteris glabra var. pusilla,Hohiu,Wherever found,1,Endangered,Ferns and Allies,0
Elaphoglossum serpens,No common name,Wherever found,4,Endangered,Ferns and Allies,0
Huperzia mannii,Wawae`iole,Wherever found,1,Endangered,Ferns and Allies,0
Huperzia nutans,Wawae`iole,Wherever found,1,Endangered,Ferns and Allies,0
Huperzia stemmermanniae,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Hypolepis hawaiiensis var. mauiensis,olua,Wherever found,1,Endangered,Ferns and Allies,0
Isoetes louisianensis,Louisiana quillwort,Wherever found,4,Endangered,Ferns and Allies,0
Isoetes melanospora,Black spored quillwort,Wherever found,4,Endangered,Ferns and Allies,0
Isoetes tegetiformans,Mat-forming quillwort,Wherever found,4,Endangered,Ferns and Allies,0
Marsilea villosa,Ihi`ihi,Wherever found,1,Endangered,Ferns and Allies,4
Microlepia strigosa var. mauiensis,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Polystichum aleuticum,Aleutian shield fern,Wherever found,7,Endangered,Ferns and Allies,0
Polystichum calderonense,No common name,Wherever found,4,Endangered,Ferns and Allies,0
Pteris lidgatei,No common name,Wherever found,1,Endangered,Ferns and Allies,0
Tectaria estremerana,No common name,Wherever found,4,Endangered,Ferns and Allies,0
Thelypteris inabonensis,No common name,Wherever found,4,Endangered,Ferns and Allies,0
Thelypteris pilosa var. alabamensis,Alabama streak-sorus fern,Wherever found,4,Threatened,Ferns and Allies,0
Thelypteris yaucoensis,No common name,Wherever found,4,Endangered,Ferns and Allies,0
Trichomanes punctatum ssp. floridanum,Florida bristle fern,,4,Endangered,Ferns and Allies,0
Acipenser oxyrinchus (=oxyrhynchus) desotoi,Gulf sturgeon,Wherever found,4,Threatened,Fishes,0
Acipenser transmontanus,White sturgeon,"U.S.A. (ID, MT), Canada (B.C.), Kootenai R. system",1,Endangered,Fishes,0
Amblyopsis rosae,Ozark cavefish,Wherever found,4,Threatened,Fishes,0
Catostomus discobolus yarrowi,Zuni bluehead Sucker,Wherever found,2,Endangered,Fishes,0
Catostomus santaanae,Santa Ana sucker,3 CA river basins,8,Threatened,Fishes,0
Catostomus warnerensis,Warner sucker,Wherever found,1,Threatened,Fishes,0
Chasmistes brevirostris,Shortnose Sucker,Wherever found,8,Endangered,Fishes,0
Chasmistes cujus,Cui-ui,Wherever found,8,Endangered,Fishes,0
Chasmistes liorus,June sucker,Wherever found,6,Threatened,Fishes,2
Chrosomus saylori,Laurel dace,Wherever found,4,Endangered,Fishes,0
Cottus paulus (=pygmaeus),Pygmy Sculpin,Wherever found,4,Threatened,Fishes,0
Cottus specus,Grotto Sculpin,Wherever found,3,Endangered,Fishes,0
